ExternalRiskEstimate,NetFractionRevolvingBurden,AverageMInFile,PercentInstallTrades,NumSatisfactoryTrades,RiskPerformance
68,41,75,37,31,0
61,71,74,27,11,0
64,11,68,24,41,0
68,25,68,34,30,0
54,38,22,24,33,0
84,11,117,11,9,1
68,64,120,43,26,0
86,6,71,41,33,1
70,50,51,59,17,0
76,59,67,42,11,1
91,4,133,15,13,1
71,19,62,24,33,1
84,22,148,39,17,1
64,68,89,17,18,1
71,31,79,35,22,0
73,39,86,53,17,1
69,51,65,44,38,0
67,45,56,19,27,0
68,86,99,56,24,1
68,68,99,23,28,0
61,46,63,44,24,0
70,36,59,36,13,0
67,52,67,61,22,1
54,62,59,38,31,0
73,49,120,22,26,1
85,0,32,50,6,0
62,4,131,16,28,1
69,2,65,11,29,0
88,5,112,40,5,0
71,27,38,32,18,0
88,2,116,17,6,1
63,75,73,25,32,0
84,0,92,67,12,1
77,18,77,41,31,1
65,59,68,58,29,0
60,18,120,24,19,0
80,21,57,50,24,1
80,9,57,16,30,1
92,1,119,9,10,0
75,14,63,33,30,1
89,10,84,36,22,0
83,8,84,21,36,1
58,71,93,65,17,0
66,54,54,5,20,0
80,19,64,34,33,0
70,54,50,50,13,0
78,31,93,22,8,1
78,16,98,34,35,1
75,57,88,0,5,0
55,81,51,54,21,0
75,10,83,77,28,1
66,30,95,71,16,0
71,45,51,0,11,1
85,31,147,10,21,1
64,62,43,43,20,0
61,30,71,23,46,0
57,33,117,38,31,0
72,54,83,45,20,1
75,18,114,46,26,0
66,47,73,18,20,0
56,35,112,63,25,0
87,0,121,14,6,0
56,74,41,61,20,0
80,2,55,17,23,1
67,45,105,51,35,0
82,9,91,37,27,1
83,4,90,19,16,1
79,36,114,33,15,1
82,29,84,53,15,1
69,2,105,25,7,1
67,60,108,17,10,0
70,55,80,29,29,0
83,17,89,58,12,0
59,43,72,37,34,0
89,0,56,22,9,1
85,16,103,31,27,1
68,84,84,29,20,0
81,39,101,78,8,1
66,55,76,74,35,1
61,73,63,36,10,0
87,19,97,25,16,1
63,44,80,14,21,1
89,2,62,22,9,1
64,64,44,27,20,0
74,23,59,17,22,1
73,14,94,30,5,0
89,1,116,38,20,1
58,96,39,33,18,0
86,18,106,25,12,1
67,61,56,50,39,0
68,99,60,21,19,0
78,49,119,20,10,1
68,68,42,42,11,0
60,85,84,45,19,0
69,22,40,19,16,1
71,55,75,44,36,1
79,8,94,27,44,1
62,30,65,22,17,1
66,49,46,17,5,0
62,113,64,60,3,0
72,66,65,34,43,1
69,39,39,26,38,1
80,5,73,39,28,0
81,11,82,40,40,1
67,60,83,29,12,0
81,44,85,34,39,1
82,13,41,10,10,0
73,23,89,32,33,1
58,69,28,7,14,0
57,57,87,47,29,0
60,63,86,18,11,0
65,79,36,40,5,0
77,22,47,48,29,1
54,62,113,63,28,1
66,35,42,20,15,0
90,3,94,27,15,1
72,26,44,53,33,1
62,7,94,65,41,0
77,16,71,29,30,1
80,4,76,53,15,1
80,3,49,32,25,0
86,1,82,41,21,1
62,64,155,41,17,0
70,89,72,29,27,0
76,0,50,71,14,1
83,16,72,48,27,1
72,36,68,33,21,0
70,15,26,32,19,1
92,1,124,17,16,1
67,57,51,69,27,0
86,15,79,14,14,1
68,33,80,23,25,0
88,3,82,45,10,1
66,27,74,42,36,0
83,19,77,54,40,1
77,2,82,33,17,1
84,7,78,17,27,1
59,16,115,20,13,1
67,32,69,34,31,0
68,1,62,21,28,1
69,33,33,21,23,0
65,22,65,35,12,0
88,1,122,50,20,0
61,80,26,37,18,0
87,9,117,43,19,1
56,41,84,46,21,0
81,45,63,62,13,1
75,10,84,31,24,0
80,5,63,18,28,1
90,6,74,31,13,1
84,28,86,32,19,1
73,35,77,58,24,0
58,44,70,47,14,0
76,67,68,43,14,1
75,33,79,46,40,1
63,50,81,45,20,1
86,1,87,33,17,1
84,1,67,53,16,1
74,12,67,26,18,0
86,3,123,31,25,1
67,30,58,29,24,0
73,36,80,8,25,1
65,32,79,45,29,1
82,29,104,25,38,1
61,80,85,25,24,0
72,6,98,19,25,0
65,39,76,26,35,0
90,4,104,75,18,1
56,15,97,36,8,0
74,44,76,9,31,1
87,17,80,40,22,1
61,32,72,57,28,1
80,7,92,38,40,1
86,21,99,81,20,1
64,39,15,36,10,0
69,17,55,14,26,1
64,55,56,25,24,0
91,2,145,38,16,1
69,4,21,0,8,1
85,14,111,23,22,1
84,2,108,23,43,1
67,77,103,32,19,0
75,29,88,53,33,1
79,9,47,55,20,1
72,52,115,43,11,1
75,34,101,18,32,1
63,71,20,50,12,0
65,35,57,37,33,0
82,17,84,12,33,1
79,0,34,43,14,0
87,2,69,45,8,1
86,3,82,42,29,1
87,2,87,19,16,1
84,18,95,22,18,1
82,7,47,29,24,1
74,28,76,47,16,1
75,3,97,28,28,1
75,61,79,19,16,1
70,101,47,63,7,0
68,39,87,48,26,1
84,6,98,57,22,1
88,0,61,50,6,1
73,43,107,31,32,1
78,62,91,33,14,1
91,2,118,52,21,1
71,10,75,50,39,1
74,12,89,47,17,1
66,0,74,52,20,0
85,6,85,32,26,1
75,26,66,23,25,1
62,15,50,50,44,0
89,14,76,48,18,1
54,44,108,37,29,1
73,56,48,11,9,0
82,2,137,20,9,0
69,24,15,21,13,1
77,4,65,39,49,1
82,11,52,23,25,1
70,2,58,29,12,1
86,4,81,62,13,1
70,55,69,30,23,1
65,91,123,26,19,0
81,3,117,52,20,1
73,8,43,36,14,0
85,5,85,45,11,1
81,2,129,39,14,1
69,55,40,57,21,0
88,0,113,17,17,1
86,2,80,16,38,1
67,34,44,19,20,1
73,33,46,33,42,0
92,2,109,0,4,1
60,55,81,70,20,1
87,19,110,50,8,1
69,31,130,21,33,1
78,80,115,64,11,0
72,11,63,66,39,0
89,9,98,25,12,1
72,43,94,35,23,1
86,13,134,12,17,1
59,68,50,15,27,0
63,38,135,35,21,1
57,78,122,27,21,1
54,65,102,24,32,1
82,7,58,29,21,1
92,5,149,38,12,1
78,35,98,19,18,1
56,78,101,45,27,0
84,8,91,26,22,1
63,69,57,29,39,0
69,6,60,53,13,0
81,8,64,71,42,0
81,29,90,32,22,1
73,73,80,30,29,1
47,53,74,48,17,0
64,57,70,50,17,0
68,54,81,29,16,0
71,54,54,46,24,1
79,5,58,12,26,1
74,24,79,30,23,1
75,16,61,34,35,1
65,73,16,33,8,1
63,78,61,30,8,0
84,11,114,36,22,1
81,1,112,41,22,1
86,9,122,45,23,1
69,2,73,38,20,1
91,4,116,30,20,1
71,44,65,47,19,0
75,32,108,45,20,1
73,25,114,19,42,1
91,5,145,53,16,1
79,20,71,11,19,1
63,79,113,80,4,0
66,37,60,25,40,0
87,3,122,36,14,1
67,32,26,9,11,0
71,86,99,14,14,1
68,58,52,57,27,1
88,4,115,39,26,1
84,53,84,50,12,1
64,75,117,60,35,1
83,17,82,44,27,1
86,1,89,33,18,1
85,0,77,50,7,1
79,27,22,0,2,1
80,6,44,32,18,0
77,0,71,55,33,1
70,43,108,26,19,1
63,35,71,43,27,0
92,1,131,20,7,1
82,4,82,50,28,1
73,61,60,64,21,1
59,35,87,36,28,1
69,35,52,41,28,0
80,5,75,38,33,1
75,16,82,57,26,1
80,33,48,20,8,1
89,5,60,17,6,1
89,7,132,25,11,1
72,15,70,38,30,1
84,6,82,35,30,1
63,11,123,20,35,0
59,41,84,44,30,1
74,2,66,20,27,1
57,65,91,31,34,0
60,64,30,24,20,0
86,0,64,72,14,1
76,15,58,35,33,0
72,61,64,53,28,1
79,8,59,33,27,1
84,12,84,50,18,1
83,20,135,44,15,1
75,31,102,27,22,1
90,0,132,45,11,1
72,39,79,31,36,1
64,80,65,10,31,1
88,10,85,41,22,1
85,6,106,26,22,0
60,26,32,33,24,1
65,27,99,46,39,1
91,0,127,22,9,0
66,72,60,65,37,0
68,36,44,21,22,0
61,65,105,31,11,1
79,1,56,38,39,1
68,11,126,25,15,1
73,19,84,40,29,1
86,12,155,14,26,1
86,6,87,25,30,1
79,20,102,29,13,1
83,15,132,20,13,1
63,1,76,5,15,1
80,13,50,48,20,0
87,4,78,23,22,1
83,22,75,50,26,1
88,2,153,54,23,1
72,34,83,33,27,1
77,13,93,23,37,1
56,44,99,46,31,0
62,54,97,27,28,1
87,3,139,35,19,0
73,54,97,39,22,0
76,34,46,37,19,1
72,0,138,50,4,0
55,14,101,34,27,0
84,0,64,26,22,0
75,101,92,50,6,0
87,11,79,56,28,1
65,87,31,27,14,0
58,60,124,50,30,0
79,42,77,43,20,0
75,27,62,54,22,0
64,56,76,55,7,0
59,25,95,12,16,0
64,37,59,21,45,0
47,91,43,59,15,1
72,34,93,29,39,0
72,16,59,39,31,0
63,35,51,29,15,0
61,86,85,38,36,0
81,29,61,56,18,0
76,70,65,33,23,0
82,0,45,63,16,0
90,1,94,6,17,1
64,79,36,73,14,1
61,47,48,43,30,0
66,78,49,81,15,1
43,94,46,55,5,1
56,76,68,32,22,0
80,1,88,32,39,1
81,0,72,39,16,1
77,33,112,36,14,1
65,103,67,50,7,0
59,44,42,28,18,0
60,73,79,47,43,0
72,51,91,30,26,0
59,78,140,34,26,0
67,97,85,43,14,0
85,12,70,73,11,1
82,19,133,47,15,0
63,68,65,33,14,1
54,97,91,48,19,0
76,1,51,35,23,0
64,18,70,20,34,0
65,58,53,41,16,0
78,6,68,27,11,1
62,48,62,38,18,0
59,67,57,43,8,0
69,28,73,43,44,0
62,67,80,15,26,0
85,5,63,40,15,1
55,36,72,10,24,0
61,88,65,23,12,0
76,52,81,61,18,1
78,24,98,31,44,0
85,4,64,35,20,0
65,61,97,53,37,0
73,4,111,30,41,1
62,46,31,15,13,0
63,73,42,33,17,0
63,3,40,76,12,0
83,4,69,38,16,0
63,72,23,47,16,0
65,31,112,17,40,1
62,55,48,41,43,0
61,62,137,35,16,0
58,58,114,48,19,0
79,19,71,56,7,0
77,37,77,19,16,0
84,19,95,23,32,1
84,10,87,50,10,1
60,115,108,40,5,0
63,67,45,24,17,0
80,25,94,25,16,1
85,3,91,24,15,0
61,14,55,67,4,0
74,22,59,21,38,1
79,22,64,33,11,1
73,33,39,33,18,0
57,66,74,60,24,0
76,48,72,53,27,1
66,37,70,52,19,1
83,5,125,23,28,0
63,76,84,35,15,0
72,8,34,38,8,0
70,43,104,52,23,0
74,86,36,47,15,0
73,69,77,46,13,0
75,41,106,27,13,0
71,75,86,47,15,0
65,59,46,20,19,1
56,68,46,45,17,1
84,41,83,20,5,0
70,72,89,25,23,1
76,14,137,10,20,0
90,8,87,13,8,0
59,98,13,43,6,1
62,3,53,33,35,1
87,21,115,50,18,0
67,12,55,32,36,1
82,24,59,22,26,0
85,29,100,47,13,0
79,22,95,43,25,0
66,48,42,38,6,0
81,9,48,39,18,1
86,9,97,19,16,0
61,69,81,24,28,0
92,6,78,13,7,1
83,5,70,32,19,0
60,30,26,21,18,0
73,41,18,50,4,0
69,43,55,59,31,0
62,20,60,16,16,1
70,10,96,41,18,0
77,40,62,71,27,1
55,28,61,33,22,1
54,89,23,57,7,0
65,58,51,45,29,1
86,25,67,27,14,1
80,5,111,55,18,0
50,92,74,52,36,0
72,3,47,65,22,0
54,92,75,64,8,0
62,56,27,43,19,0
68,56,64,48,41,1
63,93,57,25,15,1
67,0,25,50,9,0
86,10,84,22,18,1
60,44,84,54,30,0
66,96,54,6,14,0
84,26,70,39,18,1
70,60,55,20,14,0
56,74,75,42,31,0
88,7,97,48,29,1
66,55,65,16,19,1
79,11,58,13,30,0
66,23,83,31,12,1
69,20,74,40,25,0
59,91,32,43,19,0
85,2,72,30,18,0
81,52,105,40,23,0
71,58,33,50,10,0
68,87,50,0,4,0
60,80,69,67,2,0
66,4,72,32,37,1
81,26,48,32,22,0
79,7,92,36,20,1
57,59,91,38,26,1
80,7,39,28,18,1
60,46,90,28,29,1
77,40,105,52,30,1
68,38,113,17,21,1
66,66,67,32,22,1
56,57,41,38,24,0
82,8,50,43,13,0
69,36,63,42,30,1
52,96,78,38,17,0
82,20,88,29,31,0
70,18,86,31,11,0
66,70,135,40,9,0
57,81,56,41,16,0
62,59,74,0,4,0
56,67,50,50,13,0
74,41,36,40,10,0
82,24,85,33,12,1
56,73,79,80,49,0
60,72,31,33,2,0
75,55,71,56,26,0
75,53,22,0,4,0
65,73,69,48,22,0
81,17,58,35,23,0
78,76,115,33,15,0
75,13,21,29,17,0
78,45,63,31,13,1
60,27,105,36,19,0
84,17,146,0,7,1
92,10,102,14,7,0
78,6,34,8,24,0
55,65,42,25,20,0
56,62,61,53,10,1
65,51,54,58,28,0
75,101,64,57,7,1
89,1,114,43,13,1
82,19,95,46,27,0
68,29,66,69,13,0
84,1,76,22,17,1
76,46,81,35,20,1
68,37,58,33,1,1
54,78,92,21,36,0
62,26,48,24,42,0
69,42,89,33,24,0
75,39,42,53,15,1
79,8,7,40,4,1
60,90,25,52,18,0
55,31,39,38,21,0
86,12,121,44,15,1
66,54,104,29,20,0
66,62,114,35,19,0
83,57,54,45,22,0
57,73,75,41,31,0
81,17,75,27,28,1
77,22,81,18,22,1
70,77,79,36,32,0
78,34,71,35,34,1
69,18,69,50,22,0
70,36,94,26,38,0
88,6,110,35,16,1
55,50,86,20,9,0
86,5,106,33,20,1
77,24,67,17,35,0
64,41,26,31,10,0
67,41,87,55,24,1
66,39,68,29,5,1
75,61,60,53,15,0
80,34,61,16,38,1
58,81,115,43,3,0
77,14,90,34,43,0
63,71,42,23,13,1
82,6,70,8,25,0
63,18,7,25,10,0
70,34,95,58,23,1
75,24,126,5,16,0
77,32,70,60,9,1
70,3,59,47,15,0
90,8,110,54,13,0
57,85,56,27,15,0
60,37,46,20,7,0
75,19,66,18,36,0
68,51,89,12,16,0
56,89,52,62,12,0
88,26,81,67,31,1
65,72,53,24,28,0
77,12,52,33,12,1
56,74,83,39,35,0
64,0,45,52,26,0
61,56,49,31,29,0
66,28,35,75,12,0
71,62,57,29,24,1
91,0,118,8,12,1
63,104,24,79,19,0
76,86,93,62,12,0
44,77,26,36,18,0
60,34,93,53,11,0
68,28,61,39,17,1
82,6,77,31,28,1
54,59,33,38,34,1
58,82,89,38,9,0
78,54,59,64,37,0
59,94,132,14,7,0
59,75,83,55,29,0
72,37,61,55,29,1
70,0,112,67,5,0
81,27,118,20,15,1
63,14,80,50,13,0
69,33,50,54,24,0
63,57,31,53,17,0
86,5,80,77,44,1
63,93,111,38,11,0
59,31,105,65,11,0
60,84,56,33,30,0
85,8,62,33,12,1
76,0,62,38,13,1
66,85,64,50,19,0
65,23,37,21,11,0
56,46,64,37,16,1
80,79,82,58,22,1
60,95,16,67,8,0
75,38,101,30,46,0
68,33,37,57,29,0
85,30,107,54,13,1
83,11,39,31,12,0
55,65,24,53,18,0
87,1,78,39,18,1
80,0,106,47,15,1
53,112,25,79,19,0
56,85,80,13,22,0
75,15,58,9,9,1
48,72,65,48,27,0
72,56,54,30,26,0
75,46,86,39,22,1
68,72,43,15,13,0
85,1,109,17,22,1
74,33,68,50,20,0
72,21,34,19,30,1
56,22,92,52,24,1
64,0,105,5,17,0
51,87,70,33,19,0
77,38,109,35,23,0
76,31,87,65,29,1
82,33,43,29,15,1
62,63,79,57,6,0
73,50,59,60,24,0
68,26,45,15,13,1
68,31,57,4,25,0
73,6,57,50,20,1
82,22,101,47,17,1
69,38,38,63,15,0
68,45,61,43,21,0
86,12,67,41,21,0
63,12,106,44,19,0
68,26,71,26,22,1
69,46,46,32,33,1
82,7,106,32,26,0
66,25,133,55,23,0
88,1,75,17,23,1
58,59,40,49,43,0
79,0,59,29,31,1
79,32,70,43,12,0
55,56,63,44,34,0
91,4,123,20,5,1
85,5,95,14,12,1
58,44,69,55,20,1
59,76,60,50,11,0
77,0,27,43,7,0
65,35,58,59,24,1
88,0,79,56,25,1
58,82,30,13,16,0
71,13,30,53,14,0
66,39,56,41,13,0
75,21,39,17,16,1
73,21,41,35,22,0
85,18,140,60,10,1
54,84,57,45,10,0
66,67,91,21,18,0
74,59,120,13,15,0
61,56,19,56,9,0
64,76,43,38,8,0
77,6,54,15,13,1
65,31,65,31,28,0
72,77,64,47,15,0
55,13,24,57,6,0
82,10,87,48,21,1
83,11,94,27,25,1
76,42,80,54,13,1
89,5,133,25,8,1
66,79,35,60,10,0
63,43,114,26,21,1
60,40,23,31,16,0
71,39,71,30,29,0
71,24,86,24,30,1
65,98,123,57,7,0
66,38,25,22,22,0
69,18,67,33,26,0
72,61,63,40,15,0
58,79,67,10,21,0
69,12,76,25,36,1
64,70,50,47,14,1
72,40,91,8,35,0
72,78,50,50,26,1
59,32,56,69,15,0
70,15,64,14,12,1
65,75,27,41,15,0
62,61,76,22,21,1
66,0,69,75,11,0
58,73,60,25,19,0
72,2,71,24,24,1
72,73,70,40,20,1
73,45,71,56,25,0
63,34,95,30,21,0
88,6,73,25,16,0
66,87,43,55,18,0
76,5,67,19,15,0
58,50,40,36,10,0
79,67,89,29,21,1
89,0,94,20,4,0
72,17,55,36,21,0
70,31,110,55,28,0
59,103,90,56,9,0
78,53,52,38,8,1
60,112,22,55,11,0
62,32,71,28,29,0
63,74,46,55,21,0
84,27,125,37,27,1
56,31,62,45,27,0
70,3,40,33,26,0
69,36,94,25,32,1
75,3,48,14,21,0
60,44,48,58,18,0
61,13,52,59,31,1
57,15,140,31,10,0
55,99,147,33,10,0
83,30,48,50,4,0
56,49,83,36,18,0
63,73,68,38,39,0
84,0,63,15,26,1
60,55,88,48,23,0
59,18,33,53,12,0
85,17,81,32,22,1
86,1,69,49,39,1
58,37,61,45,29,1
76,0,63,40,29,1
62,92,41,80,11,0
57,36,65,75,14,0
71,0,54,39,13,0
57,14,66,34,34,0
72,22,80,44,27,1
68,47,66,19,32,1
76,38,84,52,21,0
74,29,80,57,31,0
90,8,109,29,17,0
69,41,47,9,23,0
83,12,65,32,18,1
69,32,66,10,41,0
87,25,102,54,13,0
68,31,51,23,30,0
73,60,64,46,23,0
85,6,82,33,15,0
68,31,28,53,14,0
81,19,53,0,15,1
92,0,124,15,33,1
77,1,53,21,33,1
57,68,51,40,35,0
68,23,114,53,15,1
80,2,53,17,22,1
63,89,69,46,10,0
75,9,82,20,28,0
87,15,61,50,16,1
86,2,79,32,19,0
72,51,61,8,13,0
71,45,73,32,25,1
64,41,55,35,24,0
81,59,71,43,20,0
77,3,56,22,36,1
69,81,58,70,18,0
85,19,78,20,10,1
75,28,105,48,27,0
65,31,77,53,28,0
68,59,60,14,28,0
54,69,21,42,11,1
66,47,95,23,20,1
88,3,90,18,11,0
70,21,25,20,17,0
65,94,27,60,5,0
76,21,65,19,30,1
64,68,50,41,22,1
74,29,87,38,21,0
70,79,83,77,31,0
61,21,80,10,27,0
64,34,88,70,7,0
88,4,65,53,14,0
70,19,90,81,26,0
58,94,27,54,12,1
70,72,48,26,18,0
72,69,57,46,24,0
73,46,57,25,20,1
81,6,94,39,22,1
82,10,64,5,20,1
73,23,18,35,20,1
69,1,79,29,15,1
81,26,54,20,15,1
82,0,113,8,25,1
85,9,84,32,19,0
75,40,85,38,15,0
74,34,148,13,24,0
80,29,62,33,12,0
56,47,58,14,21,0
68,17,67,54,36,0
72,45,90,26,46,0
70,43,114,31,16,0
59,97,47,33,27,0
82,19,68,39,17,0
64,60,64,20,19,0
86,5,76,58,19,1
71,18,74,13,22,0
88,0,87,23,28,1
67,36,44,21,19,0
71,57,62,40,9,1
86,0,100,38,18,1
69,3,88,33,24,0
68,24,66,23,37,0
82,4,77,15,40,0
70,9,77,44,13,0
61,43,25,18,16,0
57,97,7,50,6,0
70,28,93,50,7,0
68,79,134,16,36,0
67,44,73,44,15,0
73,33,93,50,20,0
64,34,38,50,6,0
78,48,64,35,20,1
83,5,40,36,10,0
90,2,90,50,14,0
56,30,74,30,29,0
64,57,71,33,15,0
80,1,122,0,10,1
77,5,68,12,24,1
74,20,75,29,34,1
59,84,33,53,18,1
62,84,152,19,14,1
86,5,89,47,15,0
68,14,71,21,44,1
72,8,44,30,21,0
66,43,75,38,30,0
49,86,71,22,45,0
70,61,74,32,22,0
76,21,72,43,13,0
62,65,69,50,6,0
70,39,76,39,23,1
74,59,49,32,19,0
78,10,64,18,22,1
86,18,70,29,13,1
51,95,72,38,8,0
90,5,86,27,11,1
85,15,58,42,11,1
71,38,88,34,35,0
70,55,73,33,12,0
74,0,86,57,13,0
68,37,18,38,7,0
73,17,21,50,7,0
78,1,134,11,17,1
71,19,76,16,44,1
66,65,90,38,44,0
58,72,57,33,26,0
64,0,61,49,33,0
73,1,122,5,20,1
67,37,126,18,10,0
62,76,92,22,18,0
89,4,100,38,8,0
61,52,50,38,37,0
82,39,118,43,22,1
58,72,52,46,12,0
72,10,62,12,33,1
67,90,75,50,34,0
61,71,31,29,21,0
56,86,28,25,6,0
58,81,81,33,16,0
77,65,90,22,9,1
64,85,85,32,26,0
87,0,59,78,9,0
71,2,44,54,11,0
75,32,107,36,10,1
65,19,45,25,16,0
88,4,126,6,17,0
74,1,88,25,21,0
85,1,122,26,38,1
77,9,64,51,31,0
58,29,77,28,23,0
87,3,59,31,13,0
72,25,68,18,28,1
74,60,49,31,13,0
61,50,43,32,40,0
76,17,89,37,28,1
63,54,52,14,6,0
77,13,63,19,35,0
85,7,57,16,19,0
87,1,83,23,36,1
73,9,37,40,24,0
62,30,40,54,12,0
63,0,56,29,13,1
62,31,54,47,34,0
78,2,93,27,40,0
81,2,75,17,47,1
60,65,48,31,16,1
63,75,78,14,34,0
59,95,58,30,18,1
80,48,116,64,25,0
78,4,93,35,25,0
85,7,79,33,28,1
60,74,48,25,11,0
78,45,119,30,20,0
67,60,58,37,17,0
89,2,69,33,12,1
56,49,38,26,26,0
59,78,52,71,5,0
60,41,67,18,14,1
56,86,78,67,38,0
66,97,54,25,2,0
55,92,43,32,31,0
82,25,69,18,27,1
55,11,74,42,31,0
68,40,94,54,23,0
88,13,116,0,5,0
67,30,80,41,17,0
65,79,65,29,16,0
61,81,31,33,9,0
91,7,150,6,17,0
70,44,47,50,16,0
58,85,79,37,27,0
91,0,60,38,8,1
64,85,115,19,13,0
89,10,96,32,19,0
67,24,77,18,46,0
81,16,84,33,21,0
67,86,61,15,26,1
65,13,64,60,42,0
79,67,81,32,19,0
48,88,79,29,32,0
80,17,92,26,35,1
70,42,50,50,18,0
77,27,33,7,14,0
71,12,70,33,12,0
66,58,69,48,28,1
80,8,64,68,18,0
70,44,102,21,19,1
61,86,107,42,22,0
84,49,111,32,19,1
80,1,99,33,15,1
77,35,63,45,20,1
81,0,90,10,9,1
71,39,105,44,9,1
56,74,58,80,30,0
55,97,69,58,23,0
74,23,43,52,22,1
86,3,71,52,29,1
62,92,69,24,16,0
67,30,53,47,18,0
88,6,74,46,34,0
54,56,78,76,47,0
59,69,47,46,10,0
63,69,75,27,26,1
71,13,122,28,24,1
66,51,88,20,12,0
59,42,72,42,16,0
77,36,81,11,19,0
71,23,33,23,23,0
72,49,47,31,14,0
68,53,82,25,22,0
90,0,111,40,4,0
73,61,42,27,14,0
80,18,114,50,12,0
77,43,71,55,24,0
82,0,59,35,17,1
85,0,81,36,22,1
77,2,53,24,31,1
59,91,111,50,11,0
55,73,56,17,27,0
67,53,49,25,11,1
77,44,86,20,19,0
62,59,12,22,7,0
79,0,102,75,2,0
64,17,81,33,32,1
59,49,41,44,27,0
87,1,78,59,45,0
84,2,79,58,19,1
85,9,83,18,22,1
85,8,79,10,21,1
75,32,56,42,26,1
56,92,55,53,34,0
69,48,44,24,17,0
73,55,32,30,10,1
64,60,81,61,28,1
74,43,103,22,22,0
84,8,92,19,39,0
72,75,113,41,17,1
80,27,44,55,11,0
82,42,101,21,18,0
80,7,93,40,34,1
88,1,119,10,10,1
75,32,57,38,23,1
69,61,63,33,23,0
78,17,102,42,19,1
58,45,71,33,17,1
71,12,74,20,28,1
91,1,101,56,16,0
63,31,78,31,6,0
77,35,87,16,19,1
70,60,95,41,16,1
58,47,97,21,33,1
89,3,129,13,15,1
57,54,57,46,8,0
87,4,89,20,15,1
77,5,20,36,10,0
64,48,54,11,7,0
80,55,104,5,20,0
68,23,79,29,24,1
59,0,132,41,10,0
61,68,93,53,34,0
50,82,77,46,22,0
55,61,53,36,43,0
76,20,137,25,35,0
61,50,40,26,22,0
84,2,68,56,16,0
80,2,80,50,25,1
80,26,82,59,29,1
69,33,79,50,29,1
79,41,75,14,47,1
78,63,112,20,10,1
88,14,152,31,15,1
78,39,63,55,19,0
59,50,25,31,30,1
83,20,73,35,17,1
80,13,56,9,22,1
64,60,111,59,13,0
70,30,98,53,29,0
76,0,59,24,24,1
66,31,92,40,24,1
63,75,8,0,2,0
63,75,86,29,24,1
69,87,128,16,25,0
77,44,61,5,22,0
60,19,60,22,2,0
72,50,79,63,14,0
61,73,9,78,9,0
77,18,71,36,47,1
69,30,79,73,21,1
79,24,75,66,27,0
62,57,80,27,8,1
64,48,93,50,13,0
81,2,65,29,31,1
81,17,62,25,24,1
84,4,74,32,19,1
84,22,92,40,27,0
84,17,68,55,22,0
78,21,77,44,9,1
61,36,49,27,21,0
87,1,84,61,23,0
69,92,61,64,38,0
64,82,40,43,21,0
72,25,64,26,19,0
78,11,80,56,48,1
70,22,28,28,26,0
68,66,85,43,21,0
69,1,47,58,16,0
89,0,110,63,8,1
57,4,48,23,25,0
80,9,79,43,30,0
72,56,55,60,3,0
82,23,70,50,37,1
85,3,105,56,15,1
73,34,85,41,27,0
78,4,42,18,17,1
66,74,69,34,32,1
87,2,96,11,27,1
75,87,89,17,12,1
63,70,91,16,30,0
85,19,101,48,23,0
74,35,63,29,14,1
86,9,48,20,10,1
54,41,58,24,42,1
89,12,92,30,22,1
72,15,70,21,23,0
83,26,80,46,13,0
70,67,33,0,8,0
73,47,140,40,14,1
76,54,44,22,9,1
79,0,93,77,13,1
78,39,134,30,10,0
58,76,56,50,31,1
73,91,75,52,25,0
86,2,88,30,20,0
68,15,85,38,24,1
71,39,59,29,25,1
69,57,100,32,22,1
80,22,81,39,18,1
71,57,68,44,36,0
64,90,52,36,7,1
89,14,58,17,5,0
70,55,47,19,21,1
76,5,67,35,36,0
75,46,48,61,22,0
62,50,86,17,21,0
72,14,58,6,16,0
86,2,104,45,10,0
62,21,67,30,28,0
82,29,112,54,11,1
82,7,77,16,31,1
80,15,71,39,36,1
76,2,71,10,47,1
87,8,92,21,19,0
77,31,87,0,4,1
79,17,79,23,42,1
84,4,60,26,23,1
73,29,63,36,14,0
76,55,86,50,28,0
62,44,90,7,13,0
72,33,45,38,15,1
60,76,46,63,16,0
59,42,128,23,27,0
78,23,79,48,39,0
64,77,19,18,10,0
72,24,62,60,14,0
61,65,100,51,36,0
65,46,53,33,44,1
62,0,53,20,10,0
71,10,83,35,25,1
46,104,83,50,11,0
79,26,82,20,15,1
75,63,81,60,22,0
86,0,97,25,12,1
74,53,89,45,9,0
60,89,94,10,20,0
84,11,106,40,23,1
73,19,81,28,28,1
70,32,72,39,16,0
73,28,102,33,12,1
58,25,88,62,24,0
80,3,49,33,21,0
73,69,73,19,30,1
61,31,96,21,16,1
90,0,104,42,12,1
71,64,60,50,37,1
91,3,152,44,9,1
66,34,109,10,8,1
81,16,76,46,13,1
65,36,26,27,20,1
70,13,46,69,27,0
69,32,101,17,22,1
73,16,71,57,41,1
71,33,45,61,40,1
83,21,69,63,8,0
73,24,74,41,27,1
79,18,108,18,21,0
73,12,62,23,42,1
62,97,49,11,17,0
72,56,89,24,29,1
89,0,118,40,15,0
62,3,38,60,13,0
88,18,83,44,23,1
77,6,35,47,15,1
69,57,88,20,30,1
76,69,80,68,22,0
58,90,64,37,30,0
79,7,38,13,14,1
68,38,45,42,42,1
67,5,73,45,21,1
73,40,41,56,26,0
90,10,81,11,9,1
73,5,96,30,22,0
71,19,126,79,16,0
69,48,57,34,29,0
